Booking_ID,Date,Month,Week,Time,Ticket_Type,Booking_Mode,From_Station,To_Station,Passengers,Total_Fare,Payment_Type,Railway_Line,City,Day_Name,Is_Weekend,Hour,Fare_Per_Passenger
35247,2025-03-09,Mar,11,18:12:20,Return,Paper,Khadki,Akurdi,3,90,Cash,Pune,Pune,Sunday,1,18,30.0
95273,2025-04-17,Apr,16,4:27:07,Single,Paperless,Byculla,Kurla,3,45,Upi,Central,Mumbai,Thursday,0,4,15.0
82644,2025-07-05,Jul,27,20:20:13,Monthly Pass,Paperless,Shivajinagar,Khadki,3,0,Debit Card,Pune,Pune,Saturday,1,20,0.0
11655,2025-08-24,Aug,35,13:58:20,Monthly Pass,Paperless,Panvel,Wadala,1,0,Wallet,Harbour,Mumbai,Sunday,1,13,0.0
31992,2025-07-22,Jul,30,23:38:08,Monthly Pass,Paper,Dadar,Borivali,4,0,Wallet,Western,Mumbai,Tuesday,0,23,0.0
28649,2025-07-23,Jul,30,16:42:52,Return,Paperless,Pune Jn,Akurdi,2,60,Cash,Pune,Pune,Wednesday,0,16,30.0
23134,2025-04-23,Apr,17,9:11:05,Monthly Pass,Paper,Panvel,Vashi,3,0,Cash,Harbour,Mumbai,Wednesday,0,9,0.0
67587,2025-10-19,Oct,43,12:42:43,Single,Paper,Wadala,Cst,2,30,Upi,Harbour,Mumbai,Sunday,1,12,15.0
61296,2025-12-08,Dec,50,20:25:29,Return,Paperless,Cst,Panvel,4,120,Credit Card,Harbour,Mumbai,Monday,0,20,30.0
98538,2025-02-20,Feb,8,21:43:15,Monthly Pass,Paperless,Cst,Kurla,1,0,Cash,Central,Mumbai,Thursday,0,21,0.0
55663,2025-05-10,May,19,20:57:35,Return,Paperless,Kurla,Byculla,3,90,Debit Card,Central,Mumbai,Saturday,1,20,30.0
78224,2025-03-06,Mar,10,19:34:16,Single,Paperless,Dadar,Thane,2,30,Debit Card,Central,Mumbai,Thursday,0,19,15.0
51928,2025-10-24,Oct,43,12:48:14,Monthly Pass,Paperless,Khadki,Pune Jn,3,0,Cash,Pune,Pune,Friday,0,12,0.0
67889,2025-05-17,May,20,2:04:36,Return,Paper,Panvel,Wadala,2,60,Upi,Harbour,Mumbai,Saturday,1,2,30.0
19971,2025-03-16,Mar,12,12:07:06,Return,Paper,Vashi,Kurla,2,60,Cash,Harbour,Mumbai,Sunday,1,12,30.0
64353,2025-03-13,Mar,11,0:30:28,Single,Paperless,Cst,Panvel,3,45,Upi,Harbour,Mumbai,Thursday,0,0,15.0
83589,2025-03-10,Mar,11,15:21:54,Monthly Pass,Paper,Thane,Cst,2,0,Wallet,Central,Mumbai,Monday,0,15,0.0
71748,2025-01-29,Jan,5,8:30:44,Monthly Pass,Paperless,Thane,Cst,2,0,Credit Card,Central,Mumbai,Wednesday,0,8,0.0
32657,2025-04-22,Apr,17,6:12:12,Monthly Pass,Paper,Shivajinagar,Khadki,4,0,Upi,Pune,Pune,Tuesday,0,6,0.0
51259,2025-08-25,Aug,35,17:18:59,Return,Paper,Andheri,Virar,3,90,Debit Card,Western,Mumbai,Monday,0,17,30.0
46332,2025-06-11,Jun,24,14:10:27,Monthly Pass,Paper,Dadar,Churchgate,3,0,Debit Card,Western,Mumbai,Wednesday,0,14,0.0
49937,2025-01-23,Jan,4,4:36:38,Return,Paper,Wadala,Panvel,2,60,Wallet,Harbour,Mumbai,Thursday,0,4,30.0
81127,2025-02-15,Feb,7,15:26:55,Single,Paper,Byculla,Cst,2,30,Wallet,Central,Mumbai,Saturday,1,15,15.0
88255,2025-07-14,Jul,29,7:57:32,Single,Paper,Cst,Vashi,1,15,Cash,Harbour,Mumbai,Monday,0,7,15.0
59128,2025-06-16,Jun,25,7:26:27,Single,Paperless,Cst,Panvel,2,30,Wallet,Harbour,Mumbai,Monday,0,7,15.0
10146,2025-10-22,Oct,43,19:58:44,Monthly Pass,Paperless,Churchgate,Dadar,3,0,Upi,Western,Mumbai,Wednesday,0,19,0.0
58237,2025-12-04,Dec,49,20:46:58,Monthly Pass,Paper,Panvel,Cst,3,0,Wallet,Harbour,Mumbai,Thursday,0,20,0.0
43893,2025-06-01,Jun,23,20:35:33,Monthly Pass,Paper,Panvel,Cst,1,0,Debit Card,Harbour,Mumbai,Sunday,1,20,0.0
85608,2025-01-24,Jan,4,6:42:38,Single,Paper,Dadar,Thane,3,45,Wallet,Central,Mumbai,Friday,0,6,15.0
37359,2025-02-14,Feb,7,15:40:35,Single,Paper,Shivajinagar,Pune Jn,2,30,Wallet,Pune,Pune,Friday,0,15,15.0
11508,2025-09-19,Sep,38,0:36:11,Return,Paper,Dadar,Marine Lines,4,120,Wallet,Western,Mumbai,Friday,0,0,30.0
28994,2025-05-02,May,18,0:42:23,Monthly Pass,Paper,Byculla,Kurla,2,0,Upi,Central,Mumbai,Friday,0,0,0.0
26918,2025-09-21,Sep,39,11:21:29,Monthly Pass,Paper,Churchgate,Dadar,1,0,Cash,Western,Mumbai,Sunday,1,11,0.0
74268,2025-12-11,Dec,50,1:51:32,Return,Paper,Kurla,Wadala,3,90,Upi,Harbour,Mumbai,Thursday,0,1,30.0
72797,2025-04-29,Apr,18,17:25:26,Single,Paper,Wadala,Vashi,3,45,Cash,Harbour,Mumbai,Tuesday,0,17,15.0
29374,2025-06-16,Jun,25,12:40:48,Monthly Pass,Paper,Kurla,Panvel,4,0,Credit Card,Harbour,Mumbai,Monday,0,12,0.0
24578,2025-06-10,Jun,24,16:33:23,Return,Paperless,Kurla,Byculla,1,30,Wallet,Central,Mumbai,Tuesday,0,16,30.0
91998,2025-01-01,Jan,1,6:24:39,Return,Paper,Kurla,Vashi,4,120,Upi,Harbour,Mumbai,Wednesday,0,6,30.0
43007,2025-11-11,Nov,46,17:35:34,Monthly Pass,Paperless,Thane,Dadar,4,0,Upi,Central,Mumbai,Tuesday,0,17,0.0
36416,2025-01-26,Jan,5,11:07:46,Return,Paperless,Vashi,Wadala,1,30,Debit Card,Harbour,Mumbai,Sunday,1,11,30.0
52125,2025-08-24,Aug,35,17:59:37,Return,Paper,Thane,Kalyan,1,30,Debit Card,Central,Mumbai,Sunday,1,17,30.0
53328,2025-12-25,Dec,52,3:31:15,Monthly Pass,Paper,Byculla,Kurla,2,0,Debit Card,Central,Mumbai,Thursday,0,3,0.0
43117,2025-06-17,Jun,25,22:12:21,Monthly Pass,Paperless,Kalyan,Dadar,4,0,Credit Card,Central,Mumbai,Tuesday,0,22,0.0
15547,2025-11-12,Nov,46,4:43:03,Single,Paperless,Cst,Byculla,2,30,Wallet,Central,Mumbai,Wednesday,0,4,15.0
22599,2025-02-26,Feb,9,17:01:59,Monthly Pass,Paper,Shivajinagar,Pune Jn,2,0,Debit Card,Pune,Pune,Wednesday,0,17,0.0
90573,2025-07-30,Jul,31,11:51:18,Single,Paper,Churchgate,Marine Lines,4,60,Upi,Western,Mumbai,Wednesday,0,11,15.0
60257,2025-04-29,Apr,18,5:50:24,Single,Paper,Dadar,Kalyan,4,60,Cash,Central,Mumbai,Tuesday,0,5,15.0
16170,2025-01-26,Jan,5,15:23:30,Return,Paper,Thane,Kalyan,1,30,Upi,Central,Mumbai,Sunday,1,15,30.0
80900,2025-12-27,Dec,52,11:51:28,Return,Paper,Pune Jn,Akurdi,4,120,Cash,Pune,Pune,Saturday,1,11,30.0
78445,2025-11-16,Nov,47,2:58:03,Single,Paperless,Pune Jn,Shivajinagar,3,45,Wallet,Pune,Pune,Sunday,1,2,15.0
70444,2025-10-06,Oct,41,8:44:43,Monthly Pass,Paper,Kurla,Wadala,4,0,Cash,Harbour,Mumbai,Monday,0,8,0.0
43367,2025-12-04,Dec,49,2:25:56,Monthly Pass,Paper,Vashi,Cst,3,0,Credit Card,Harbour,Mumbai,Thursday,0,2,0.0
67329,2025-08-15,Aug,33,0:47:50,Return,Paper,Pune Jn,Shivajinagar,2,60,Debit Card,Pune,Pune,Friday,0,0,30.0
64038,2025-03-27,Mar,13,16:21:19,Single,Paper,Vashi,Kurla,2,30,Upi,Harbour,Mumbai,Thursday,0,16,15.0
47903,2025-02-10,Feb,7,11:52:05,Monthly Pass,Paper,Virar,Borivali,1,0,Wallet,Western,Mumbai,Monday,0,11,0.0
27971,2025-10-07,Oct,41,10:35:18,Single,Paperless,Panvel,Kurla,2,30,Credit Card,Harbour,Mumbai,Tuesday,0,10,15.0
52712,2025-04-18,Apr,16,20:45:04,Single,Paperless,Dadar,Byculla,1,15,Upi,Central,Mumbai,Friday,0,20,15.0
97551,2025-07-23,Jul,30,10:36:04,Return,Paper,Virar,Borivali,3,90,Wallet,Western,Mumbai,Wednesday,0,10,30.0
47809,2025-06-14,Jun,24,15:11:14,Return,Paperless,Andheri,Virar,3,90,Credit Card,Western,Mumbai,Saturday,1,15,30.0
22624,2025-07-04,Jul,27,10:28:46,Single,Paper,Kurla,Wadala,4,60,Debit Card,Harbour,Mumbai,Friday,0,10,15.0
94115,2025-03-14,Mar,11,21:06:36,Return,Paperless,Andheri,Churchgate,4,120,Wallet,Western,Mumbai,Friday,0,21,30.0
13791,2025-08-15,Aug,33,11:31:37,Return,Paper,Byculla,Dadar,4,120,Debit Card,Central,Mumbai,Friday,0,11,30.0
59646,2025-04-29,Apr,18,21:26:53,Return,Paper,Panvel,Vashi,1,30,Cash,Harbour,Mumbai,Tuesday,0,21,30.0
60714,2025-08-25,Aug,35,13:59:20,Return,Paper,Churchgate,Dadar,2,60,Debit Card,Western,Mumbai,Monday,0,13,30.0
54457,2025-09-23,Sep,39,22:58:08,Return,Paper,Shivajinagar,Akurdi,1,30,Cash,Pune,Pune,Tuesday,0,22,30.0
39796,2025-04-03,Apr,14,23:44:20,Monthly Pass,Paper,Shivajinagar,Akurdi,3,0,Credit Card,Pune,Pune,Thursday,0,23,0.0
41636,2025-07-28,Jul,31,16:48:59,Single,Paperless,Virar,Andheri,4,60,Wallet,Western,Mumbai,Monday,0,16,15.0
41893,2025-09-13,Sep,37,14:22:03,Monthly Pass,Paper,Kalyan,Byculla,4,0,Upi,Central,Mumbai,Saturday,1,14,0.0
59001,2025-03-17,Mar,12,22:52:07,Single,Paperless,Akurdi,Pune Jn,4,60,Wallet,Pune,Pune,Monday,0,22,15.0
75862,2025-07-12,Jul,28,6:58:51,Single,Paperless,Kurla,Wadala,4,60,Upi,Harbour,Mumbai,Saturday,1,6,15.0
91146,2025-08-11,Aug,33,3:17:36,Single,Paper,Churchgate,Andheri,3,45,Credit Card,Western,Mumbai,Monday,0,3,15.0
91482,2025-11-12,Nov,46,20:58:52,Single,Paper,Panvel,Vashi,3,45,Credit Card,Harbour,Mumbai,Wednesday,0,20,15.0
15444,2025-12-06,Dec,49,5:28:54,Single,Paper,Thane,Kalyan,3,45,Debit Card,Central,Mumbai,Saturday,1,5,15.0
28789,2025-03-16,Mar,12,15:52:33,Monthly Pass,Paper,Borivali,Andheri,1,0,Credit Card,Western,Mumbai,Sunday,1,15,0.0
22456,2025-07-15,Jul,29,0:15:08,Return,Paper,Virar,Andheri,2,60,Credit Card,Western,Mumbai,Tuesday,0,0,30.0
57159,2025-12-06,Dec,49,21:47:59,Monthly Pass,Paper,Marine Lines,Dadar,1,0,Wallet,Western,Mumbai,Saturday,1,21,0.0
89213,2025-05-09,May,19,15:33:25,Single,Paper,Churchgate,Marine Lines,2,30,Debit Card,Western,Mumbai,Friday,0,15,15.0
73650,2025-02-27,Feb,9,20:41:00,Monthly Pass,Paper,Panvel,Vashi,1,0,Debit Card,Harbour,Mumbai,Thursday,0,20,0.0
79596,2025-02-01,Feb,5,1:52:24,Single,Paper,Kurla,Cst,4,60,Credit Card,Harbour,Mumbai,Saturday,1,1,15.0
12762,2025-02-18,Feb,8,19:41:00,Single,Paper,Panvel,Kurla,4,60,Wallet,Harbour,Mumbai,Tuesday,0,19,15.0
12825,2025-07-29,Jul,31,22:08:56,Single,Paper,Pune Jn,Akurdi,1,15,Debit Card,Pune,Pune,Tuesday,0,22,15.0
32157,2025-09-04,Sep,36,1:29:35,Monthly Pass,Paper,Akurdi,Khadki,1,0,Credit Card,Pune,Pune,Thursday,0,1,0.0
61214,2025-07-28,Jul,31,14:56:54,Monthly Pass,Paper,Dadar,Byculla,2,0,Wallet,Central,Mumbai,Monday,0,14,0.0
55423,2025-06-22,Jun,26,9:27:33,Monthly Pass,Paperless,Borivali,Marine Lines,4,0,Credit Card,Western,Mumbai,Sunday,1,9,0.0
45579,2025-02-04,Feb,6,0:27:36,Monthly Pass,Paper,Panvel,Cst,2,0,Upi,Harbour,Mumbai,Tuesday,0,0,0.0
38226,2025-05-09,May,19,2:03:40,Single,Paperless,Dadar,Andheri,2,30,Cash,Western,Mumbai,Friday,0,2,15.0
58221,2025-05-09,May,19,18:03:05,Monthly Pass,Paper,Cst,Vashi,3,0,Credit Card,Harbour,Mumbai,Friday,0,18,0.0
38599,2025-12-22,Dec,52,4:22:57,Return,Paper,Cst,Panvel,4,120,Debit Card,Harbour,Mumbai,Monday,0,4,30.0
59734,2025-06-26,Jun,26,4:03:48,Return,Paperless,Thane,Cst,3,90,Credit Card,Central,Mumbai,Thursday,0,4,30.0
30086,2025-07-14,Jul,29,15:41:40,Return,Paperless,Virar,Marine Lines,3,90,Wallet,Western,Mumbai,Monday,0,15,30.0
28814,2025-10-03,Oct,40,9:29:09,Return,Paper,Pune Jn,Shivajinagar,3,90,Wallet,Pune,Pune,Friday,0,9,30.0
83684,2025-01-08,Jan,2,9:22:45,Single,Paper,Dadar,Byculla,4,60,Debit Card,Central,Mumbai,Wednesday,0,9,15.0
35905,2025-03-06,Mar,10,17:32:14,Monthly Pass,Paper,Byculla,Thane,1,0,Debit Card,Central,Mumbai,Thursday,0,17,0.0
38475,2025-07-14,Jul,29,12:09:12,Return,Paper,Borivali,Marine Lines,1,30,Wallet,Western,Mumbai,Monday,0,12,30.0
90600,2025-07-04,Jul,27,13:04:01,Monthly Pass,Paperless,Panvel,Kurla,3,0,Upi,Harbour,Mumbai,Friday,0,13,0.0
74848,2025-08-17,Aug,34,8:58:14,Single,Paperless,Kalyan,Thane,1,15,Wallet,Central,Mumbai,Sunday,1,8,15.0
15143,2025-04-07,Apr,15,13:42:22,Single,Paper,Panvel,Kurla,3,45,Wallet,Harbour,Mumbai,Monday,0,13,15.0
13231,2025-11-09,Nov,46,12:49:55,Return,Paperless,Dadar,Andheri,1,30,Cash,Western,Mumbai,Sunday,1,12,30.0
68615,2025-06-10,Jun,24,8:21:48,Single,Paperless,Kurla,Cst,3,45,Credit Card,Central,Mumbai,Tuesday,0,8,15.0
66356,2025-03-18,Mar,12,0:55:03,Single,Paperless,Wadala,Vashi,3,45,Credit Card,Harbour,Mumbai,Tuesday,0,0,15.0
48723,2025-06-10,Jun,24,10:08:18,Monthly Pass,Paperless,Akurdi,Pune Jn,3,0,Wallet,Pune,Pune,Tuesday,0,10,0.0
42651,2025-09-09,Sep,37,9:37:25,Monthly Pass,Paperless,Byculla,Dadar,3,0,Cash,Central,Mumbai,Tuesday,0,9,0.0
88679,2025-03-17,Mar,12,14:06:42,Monthly Pass,Paperless,Churchgate,Virar,1,0,Debit Card,Western,Mumbai,Monday,0,14,0.0
91765,2025-04-16,Apr,16,20:37:40,Return,Paperless,Kurla,Vashi,3,90,Debit Card,Harbour,Mumbai,Wednesday,0,20,30.0
13750,2025-12-26,Dec,52,9:21:46,Single,Paperless,Vashi,Wadala,1,15,Cash,Harbour,Mumbai,Friday,0,9,15.0
88394,2025-01-04,Jan,1,21:53:45,Monthly Pass,Paperless,Byculla,Thane,3,0,Debit Card,Central,Mumbai,Saturday,1,21,0.0
13281,2025-03-17,Mar,12,0:55:44,Single,Paper,Dadar,Cst,1,15,Cash,Central,Mumbai,Monday,0,0,15.0
48792,2025-10-24,Oct,43,5:32:49,Monthly Pass,Paperless,Kurla,Wadala,2,0,Debit Card,Harbour,Mumbai,Friday,0,5,0.0
58831,2025-10-01,Oct,40,5:12:22,Single,Paper,Khadki,Pune Jn,2,30,Credit Card,Pune,Pune,Wednesday,0,5,15.0
74453,2025-10-14,Oct,42,17:28:16,Return,Paper,Kurla,Cst,1,30,Wallet,Harbour,Mumbai,Tuesday,0,17,30.0
76037,2025-01-30,Jan,5,20:23:37,Monthly Pass,Paperless,Shivajinagar,Khadki,3,0,Cash,Pune,Pune,Thursday,0,20,0.0
28722,2025-01-16,Jan,3,10:03:30,Single,Paper,Dadar,Byculla,4,60,Wallet,Central,Mumbai,Thursday,0,10,15.0
18506,2025-12-09,Dec,50,5:34:14,Return,Paper,Andheri,Virar,1,30,Credit Card,Western,Mumbai,Tuesday,0,5,30.0
29266,2025-09-28,Sep,40,2:49:26,Return,Paper,Dadar,Byculla,3,90,Credit Card,Central,Mumbai,Sunday,1,2,30.0
45618,2025-03-25,Mar,13,17:31:17,Return,Paperless,Kurla,Cst,3,90,Upi,Harbour,Mumbai,Tuesday,0,17,30.0
87746,2025-07-24,Jul,30,15:02:50,Single,Paper,Vashi,Kurla,3,45,Debit Card,Harbour,Mumbai,Thursday,0,15,15.0
81644,2025-08-01,Aug,31,11:32:52,Monthly Pass,Paperless,Wadala,Vashi,2,0,Wallet,Harbour,Mumbai,Friday,0,11,0.0
33560,2025-12-13,Dec,50,23:19:10,Single,Paperless,Borivali,Virar,2,30,Credit Card,Western,Mumbai,Saturday,1,23,15.0
70362,2025-03-10,Mar,11,20:27:01,Monthly Pass,Paper,Khadki,Shivajinagar,2,0,Wallet,Pune,Pune,Monday,0,20,0.0
95452,2025-07-10,Jul,28,20:37:41,Return,Paperless,Borivali,Marine Lines,4,120,Debit Card,Western,Mumbai,Thursday,0,20,30.0
22079,2025-03-25,Mar,13,23:25:48,Monthly Pass,Paperless,Cst,Byculla,3,0,Credit Card,Central,Mumbai,Tuesday,0,23,0.0
88538,2025-12-17,Dec,51,5:14:25,Monthly Pass,Paper,Kurla,Byculla,2,0,Wallet,Central,Mumbai,Wednesday,0,5,0.0
46923,2025-10-20,Oct,43,12:34:24,Monthly Pass,Paper,Cst,Wadala,3,0,Wallet,Harbour,Mumbai,Monday,0,12,0.0
78869,2025-09-21,Sep,39,14:05:49,Return,Paper,Wadala,Cst,1,30,Cash,Harbour,Mumbai,Sunday,1,14,30.0
75421,2025-04-15,Apr,16,14:22:32,Monthly Pass,Paper,Cst,Panvel,3,0,Cash,Harbour,Mumbai,Tuesday,0,14,0.0
44556,2025-02-12,Feb,7,14:32:47,Single,Paperless,Dadar,Virar,3,45,Cash,Western,Mumbai,Wednesday,0,14,15.0
51858,2025-06-03,Jun,23,22:55:36,Single,Paper,Kurla,Kalyan,4,60,Debit Card,Central,Mumbai,Tuesday,0,22,15.0
14747,2025-04-08,Apr,15,4:40:20,Return,Paperless,Churchgate,Borivali,1,30,Upi,Western,Mumbai,Tuesday,0,4,30.0
94570,2025-05-12,May,20,2:01:54,Single,Paper,Pune Jn,Akurdi,2,30,Credit Card,Pune,Pune,Monday,0,2,15.0
12845,2025-09-17,Sep,38,8:29:05,Single,Paperless,Marine Lines,Borivali,2,30,Upi,Western,Mumbai,Wednesday,0,8,15.0
29748,2025-06-15,Jun,25,8:51:12,Monthly Pass,Paperless,Dadar,Cst,1,0,Upi,Central,Mumbai,Sunday,1,8,0.0
18735,2025-05-18,May,21,3:45:33,Monthly Pass,Paper,Shivajinagar,Akurdi,4,0,Credit Card,Pune,Pune,Sunday,1,3,0.0
23601,2025-05-23,May,21,0:21:17,Return,Paperless,Byculla,Cst,1,30,Wallet,Central,Mumbai,Friday,0,0,30.0
87772,2025-03-28,Mar,13,0:59:10,Monthly Pass,Paper,Panvel,Kurla,2,0,Cash,Harbour,Mumbai,Friday,0,0,0.0
50311,2025-08-07,Aug,32,15:05:05,Return,Paperless,Cst,Kurla,1,30,Debit Card,Central,Mumbai,Thursday,0,15,30.0
36027,2025-06-04,Jun,23,10:58:10,Single,Paper,Dadar,Andheri,3,45,Upi,Western,Mumbai,Wednesday,0,10,15.0
36735,2025-04-10,Apr,15,7:30:31,Monthly Pass,Paperless,Marine Lines,Andheri,1,0,Debit Card,Western,Mumbai,Thursday,0,7,0.0
79624,2025-06-10,Jun,24,0:14:09,Return,Paper,Byculla,Kalyan,3,90,Debit Card,Central,Mumbai,Tuesday,0,0,30.0
16158,2025-05-09,May,19,16:05:21,Monthly Pass,Paper,Dadar,Cst,1,0,Upi,Central,Mumbai,Friday,0,16,0.0
23016,2025-11-28,Nov,48,15:44:22,Single,Paperless,Churchgate,Borivali,4,60,Debit Card,Western,Mumbai,Friday,0,15,15.0
61593,2025-11-22,Nov,47,16:43:15,Monthly Pass,Paperless,Shivajinagar,Pune Jn,2,0,Wallet,Pune,Pune,Saturday,1,16,0.0
46482,2025-12-19,Dec,51,19:14:00,Monthly Pass,Paper,Kalyan,Thane,1,0,Debit Card,Central,Mumbai,Friday,0,19,0.0
45378,2025-09-16,Sep,38,19:17:18,Single,Paperless,Akurdi,Khadki,4,60,Cash,Pune,Pune,Tuesday,0,19,15.0
10692,2025-07-06,Jul,28,8:21:42,Single,Paper,Cst,Kurla,3,45,Debit Card,Harbour,Mumbai,Sunday,1,8,15.0
95874,2025-11-28,Nov,48,20:33:03,Monthly Pass,Paperless,Shivajinagar,Akurdi,1,0,Wallet,Pune,Pune,Friday,0,20,0.0
47504,2025-08-08,Aug,32,17:13:57,Return,Paperless,Virar,Borivali,2,60,Cash,Western,Mumbai,Friday,0,17,30.0
41251,2025-05-10,May,19,9:53:45,Return,Paper,Marine Lines,Dadar,2,60,Credit Card,Western,Mumbai,Saturday,1,9,30.0
36520,2025-02-27,Feb,9,1:25:48,Monthly Pass,Paperless,Kurla,Cst,2,0,Upi,Harbour,Mumbai,Thursday,0,1,0.0
38644,2025-09-13,Sep,37,3:07:32,Single,Paper,Churchgate,Borivali,2,30,Debit Card,Western,Mumbai,Saturday,1,3,15.0
90666,2025-04-29,Apr,18,10:50:17,Return,Paper,Cst,Dadar,1,30,Credit Card,Central,Mumbai,Tuesday,0,10,30.0
71690,2025-06-07,Jun,23,7:10:56,Return,Paperless,Cst,Wadala,1,30,Credit Card,Harbour,Mumbai,Saturday,1,7,30.0
25368,2025-10-10,Oct,41,13:09:31,Monthly Pass,Paper,Panvel,Vashi,4,0,Wallet,Harbour,Mumbai,Friday,0,13,0.0
19636,2025-06-14,Jun,24,6:23:13,Return,Paper,Khadki,Akurdi,1,30,Cash,Pune,Pune,Saturday,1,6,30.0
15533,2025-06-05,Jun,23,19:35:30,Monthly Pass,Paperless,Khadki,Pune Jn,3,0,Debit Card,Pune,Pune,Thursday,0,19,0.0
16055,2025-05-09,May,19,12:29:48,Monthly Pass,Paper,Pune Jn,Akurdi,1,0,Wallet,Pune,Pune,Friday,0,12,0.0
19050,2025-08-29,Aug,35,23:54:40,Single,Paperless,Andheri,Marine Lines,1,15,Wallet,Western,Mumbai,Friday,0,23,15.0
13560,2025-12-17,Dec,51,16:27:02,Single,Paperless,Thane,Kalyan,2,30,Debit Card,Central,Mumbai,Wednesday,0,16,15.0
54598,2025-10-13,Oct,42,19:34:44,Monthly Pass,Paperless,Shivajinagar,Pune Jn,4,0,Cash,Pune,Pune,Monday,0,19,0.0
61699,2025-01-23,Jan,4,17:16:26,Monthly Pass,Paper,Churchgate,Virar,4,0,Upi,Western,Mumbai,Thursday,0,17,0.0
74000,2025-08-18,Aug,34,20:45:00,Return,Paper,Kurla,Dadar,2,60,Credit Card,Central,Mumbai,Monday,0,20,30.0
23636,2025-07-30,Jul,31,6:40:34,Monthly Pass,Paper,Cst,Kurla,1,0,Cash,Harbour,Mumbai,Wednesday,0,6,0.0
43321,2025-09-15,Sep,38,23:20:36,Single,Paperless,Panvel,Cst,2,30,Upi,Harbour,Mumbai,Monday,0,23,15.0
70385,2025-01-07,Jan,2,21:54:35,Return,Paperless,Pune Jn,Khadki,4,120,Credit Card,Pune,Pune,Tuesday,0,21,30.0
87371,2025-05-17,May,20,17:06:23,Monthly Pass,Paperless,Pune Jn,Akurdi,2,0,Cash,Pune,Pune,Saturday,1,17,0.0
24615,2025-09-04,Sep,36,0:44:44,Monthly Pass,Paper,Shivajinagar,Pune Jn,1,0,Upi,Pune,Pune,Thursday,0,0,0.0
44861,2025-03-27,Mar,13,11:18:12,Return,Paperless,Churchgate,Borivali,4,120,Upi,Western,Mumbai,Thursday,0,11,30.0
55583,2025-04-02,Apr,14,0:40:22,Single,Paper,Khadki,Shivajinagar,2,30,Credit Card,Pune,Pune,Wednesday,0,0,15.0
87032,2025-11-07,Nov,45,23:12:32,Return,Paperless,Borivali,Marine Lines,2,60,Cash,Western,Mumbai,Friday,0,23,30.0
64459,2025-06-12,Jun,24,19:12:43,Single,Paper,Cst,Kalyan,3,45,Debit Card,Central,Mumbai,Thursday,0,19,15.0
71749,2025-02-14,Feb,7,14:47:00,Return,Paper,Shivajinagar,Akurdi,4,120,Debit Card,Pune,Pune,Friday,0,14,30.0
79496,2025-12-03,Dec,49,16:03:30,Return,Paperless,Akurdi,Khadki,1,30,Wallet,Pune,Pune,Wednesday,0,16,30.0
50711,2025-12-06,Dec,49,23:06:49,Single,Paperless,Virar,Churchgate,3,45,Wallet,Western,Mumbai,Saturday,1,23,15.0
24601,2025-06-14,Jun,24,23:45:42,Single,Paperless,Kurla,Byculla,4,60,Credit Card,Central,Mumbai,Saturday,1,23,15.0
10565,2025-04-02,Apr,14,4:42:45,Monthly Pass,Paper,Cst,Wadala,1,0,Upi,Harbour,Mumbai,Wednesday,0,4,0.0
49952,2025-08-22,Aug,34,23:43:14,Single,Paper,Wadala,Cst,2,30,Upi,Harbour,Mumbai,Friday,0,23,15.0
64055,2025-11-08,Nov,45,9:23:44,Single,Paperless,Cst,Vashi,3,45,Cash,Harbour,Mumbai,Saturday,1,9,15.0
46234,2025-12-26,Dec,52,23:00:57,Return,Paper,Panvel,Vashi,1,30,Debit Card,Harbour,Mumbai,Friday,0,23,30.0
93783,2025-11-03,Nov,45,11:57:26,Single,Paperless,Cst,Wadala,2,30,Cash,Harbour,Mumbai,Monday,0,11,15.0
86517,2025-02-20,Feb,8,9:18:26,Monthly Pass,Paper,Panvel,Kurla,2,0,Debit Card,Harbour,Mumbai,Thursday,0,9,0.0
59187,2025-08-04,Aug,32,8:40:16,Single,Paperless,Cst,Dadar,3,45,Wallet,Central,Mumbai,Monday,0,8,15.0
70799,2025-08-19,Aug,34,12:19:26,Return,Paperless,Borivali,Churchgate,1,30,Debit Card,Western,Mumbai,Tuesday,0,12,30.0
32602,2025-04-16,Apr,16,1:36:01,Monthly Pass,Paper,Andheri,Churchgate,2,0,Debit Card,Western,Mumbai,Wednesday,0,1,0.0
63192,2025-07-24,Jul,30,0:54:04,Return,Paperless,Pune Jn,Shivajinagar,3,90,Cash,Pune,Pune,Thursday,0,0,30.0
38843,2025-03-24,Mar,13,12:15:41,Monthly Pass,Paper,Khadki,Pune Jn,2,0,Upi,Pune,Pune,Monday,0,12,0.0
72827,2025-12-25,Dec,52,20:08:30,Single,Paper,Cst,Panvel,2,30,Wallet,Harbour,Mumbai,Thursday,0,20,15.0
47726,2025-03-20,Mar,12,5:37:47,Return,Paperless,Kalyan,Kurla,2,60,Credit Card,Central,Mumbai,Thursday,0,5,30.0
58258,2025-06-24,Jun,26,21:43:09,Monthly Pass,Paper,Thane,Kurla,2,0,Wallet,Central,Mumbai,Tuesday,0,21,0.0
71389,2025-04-29,Apr,18,5:07:30,Return,Paper,Dadar,Andheri,2,60,Wallet,Western,Mumbai,Tuesday,0,5,30.0
32026,2025-12-06,Dec,49,21:53:45,Return,Paperless,Kalyan,Dadar,1,30,Wallet,Central,Mumbai,Saturday,1,21,30.0
73131,2025-11-08,Nov,45,4:25:22,Return,Paper,Kurla,Wadala,1,30,Upi,Harbour,Mumbai,Saturday,1,4,30.0
